Close Date,Created Date,Amount,Opportunities Won,Opportunity ID,Account ID,Opportunity Name,Stage,Probability (%),Opportunity Type,Lead Source,Forecast Category,Owner ID,Days In Stage,Fiscal Quarter,Opportunity Owner,Account Name,Account Type,Billing City,Billing State/Province,Billing Zip/Postal Code,Billing Country,Industry,Annual Revenue,Account Rating,Days to Close
6/18/2024,7/18/2024,984076.85376,0,006al000004i3ncAAA,001al00000jXbhoAAC,Assurity Corporation-Add-On Business-2024-June-4k,Closed Lost,0,Add-On Business,,Omitted,005al000003DxgTAAS,13,2,John Demby,Assurity Corporation,Mid-Market,London,,E14 5JP,UK,Financial Services,42278000000,Hot,48
6/18/2024,7/27/2024,859636.8,0,006al000004i3r4AAA,001al00000jXbjJAAS,"Smith, Pearson and Moore-Add-On Business-2024-June-4k",Closed Lost,0,Add-On Business,,Omitted,005al000003E0tEAAS,13,2,Yvette Acme,"Smith, Pearson and Moore",Mid-Market,Philadelphia,PA,19019,USA,Retail,,,39
5/18/2024,6/18/2024,1841434.5114,0,006al000004i3tVAAQ,001al00000jXbjYAAS,Silva Ltd-New Business-2024-June-31k,Closed Lost,0,New Business,,Omitted,005al000003E0tGAAS,13,2,Andre Mcgee,Silva Ltd,Small Business,Palmerston North,Manawatu-Wanganui,4410,New Zealand,Banking,,,47
5/18/2024,4/23/2024,358977.4848,0,006al000004i3kDAAQ,001al00000jXbieAAC,"Harris, Garcia and Henderson-New Business-2024-June-5k",Closed Lost,0,New Business,,Omitted,005al000003E0tjAAC,13,2,James Wu,"Harris, Garcia and Henderson",Small Business,Bilbao,Basque Country,48001,Spain,Communications,,,103
6/18/2024,7/2/2024,5573272.32,0,006al000004i3CdAAI,001al00000jXbgfAAC,Valley Supply Inc. - Add-On Business - 28K,Discovery,35,Add-On Business,Referral,BestCase,005al000003DxgTAAS,13,2,John Demby,Valley Supply Inc.,Partner,San Jose,CA,95119,USA,Manufacturing,600000000,Hot,64
6/21/2024,6/10/2024,11869545.6,1,006al000004i3OqAAI,001al00000jXbgqAAC,XPower - Add-On Business - 74K,Closed Won,100,Add-On Business,Marketing Event,Closed,005al000003E0s2AAC,13,2,Cindy Central,XPower,Mid-Market,New York,NY,10011,USA,Healthcare & Life Sciences,420000000,Warm,89
6/18/2024,5/25/2024,15160939.2,1,006al000004i3MWAAY,001al00000jXbgSAAS,Green Fields Media - Add-On Business - 95K,Closed Won,100,Add-On Business,Marketing Event,Closed,005al000003E0rLAAS,13,2,Ely East,Green Fields Media,Partner,Denver,CO,80202,USA,Communications,40000,Warm,102
6/17/2024,7/31/2024,1194129.22464,0,006al000004i3rEAAQ,001al00000jXbjRAAS,Lopez-Taylor-New Business-2024-June-4k,Closed Lost,0,New Business,,Omitted,005al000003E0tMAAS,13,2,Keith Dorsey,Lopez-Taylor,Mid-Market,Sapporo,Hokkaido,060-0001,Japan,Communications,,,34
6/17/2024,7/4/2024,2278405.3248,0,006al000004i3t5AAA,001al00000jXbgdAAC,Opportunity Resources Inc-Add-On Business-2024-June-10k,Closed Lost,0,Add-On Business,,Omitted,005al000003E0rLAAS,13,2,Ely East,Opportunity Resources Inc,Partner,Campinas,SP,13087,Brazil,Healthcare & Life Sciences,890000000,Warm,61
6/17/2024,5/10/2024,787038.65856,0,006al000004i3mPAAQ,001al00000jXbjHAAS,Gonzalez Inc-New Business-2024-June-3k,Closed Lost,0,New Business,,Omitted,005al000003E0tQAAS,13,2,Prakash Das,Gonzalez Inc,Small Business,Genoa,Liguria,16100,Italy,Retail,,,116
6/17/2024,5/17/2024,918593.80272,0,006al000004i3oKAAQ,001al00000jXbjEAAS,"Taylor, Cross and Davila-New Business-2024-June-4k",Closed Lost,0,New Business,,Omitted,005al000003E0tMAAS,13,2,Keith Dorsey,"Taylor, Cross and Davila",Partner,Liverpool,Merseyside,L1 1AA,United Kingdom,Communications,,,109
6/17/2024,5/30/2024,569482.46784,0,006al000004i3ZaAAI,001al00000jXbgvAAC,"Permadyne GmbH, LTD-Add-On Business-2024-June-2k",Closed Lost,0,Add-On Business,,Omitted,005al000003DxgTAAS,13,2,John Demby,"Permadyne GmbH, LTD",Partner,Genève,,1205,Switzerland,Healthcare & Life Sciences,850000000,Warm,96
6/17/2024,5/29/2024,660920.1984,0,006al000004i3iaAAA,001al00000jXbhmAAC,Omega Technologies-Services-2024-June-2k,Closed Lost,0,Services,,Omitted,005al000003DxgTAAS,13,2,John Demby,Omega Technologies,Partner,San Francisco,CA,94105,USA,Technology,53000000,Warm,97
6/17/2024,7/14/2024,1018110.456,0,006al000004i3lcAAA,001al00000jXbjIAAS,"Cortez, Lawson and Anderson-New Business-2024-June-5k",Closed Lost,0,New Business,,Omitted,005al000003E0tDAAS,13,2,Xavier Acme,"Cortez, Lawson and Anderson",Small Business,New York,NY,10001,USA,Technology,,,51
6/17/2024,6/6/2024,941296.30848,0,006al000004i3phAAA,001al00000jXbjTAAS,"King, Brown and Burke-New Business-2024-June-4k",Closed Lost,0,New Business,,Omitted,005al000003E0tOAAS,13,2,Mark Mayo,"King, Brown and Burke",Mid-Market,Palmerston North,Manawatu-Wanganui,4410,New Zealand,Banking,,,89
6/17/2024,5/20/2024,1005655.97088,0,006al000004i3kJAAQ,001al00000jXbjkAAC,"Kane, Hale and Byrd-New Business-2024-June-4k",Closed Lost,0,New Business,,Omitted,005al000003E0tFAAS,13,2,Zach Acme,"Kane, Hale and Byrd",Mid-Market,Naples,Campania,80100,Italy,Banking,,,106
6/17/2024,5/25/2024,1260891.2448,0,006al000004i3i5AAA,001al00000jXbjmAAC,Rivas Ltd-New Business-2024-June-6k,Closed Lost,0,New Business,,Omitted,005al000003E0tHAAS,13,2,Anita Gonzalez,Rivas Ltd,Small Business,Bern,Bern,3001,Switzerland,Banking,,,101
6/17/2024,6/15/2024,1384390.0224,0,006al000004i3lIAAQ,001al00000jXbjYAAS,Silva Ltd-New Business-2024-June-6k,Closed Lost,0,New Business,,Omitted,005al000003E0tGAAS,13,2,Andre Mcgee,Silva Ltd,Small Business,Palmerston North,Manawatu-Wanganui,4410,New Zealand,Banking,,,80
6/17/2024,8/4/2024,1422748.8,1,006al000004i3omAAA,001al00000jXbjsAAC,Baker Inc-New Business-2024-June-8k,Closed Won,100,New Business,,Closed,005al000003E0tNAAS,13,2,Lisa Hartman,Baker Inc,Small Business,Lucerne,Lucerne,6003,Switzerland,Telecommunications,,,30
6/17/2024,6/12/2024,1272823.2,0,006al000004i3oJAAQ,001al00000jXbiNAAS,Whitney Ltd-New Business-2024-June-5k,Closed Lost,0,New Business,,Omitted,005al000003E0tkAAC,13,2,Bob Hodges,Whitney Ltd,Small Business,Bern,Bern,3001,Switzerland,Banking,,,83
6/17/2024,6/9/2024,943291.008,0,006al000004i3sNAAQ,001al00000jXbieAAC,"Harris, Garcia and Henderson-New Business-2024-June-4k",Closed Lost,0,New Business,,Omitted,005al000003E0tjAAC,13,2,James Wu,"Harris, Garcia and Henderson",Small Business,Bilbao,Basque Country,48001,Spain,Communications,,,86
6/26/2024,7/29/2024,10650816,1,006al000004i3TdAAI,001al00000jXbhuAAC,Blair-Banks-Add-On Business-2024-June-66k,Closed Won,100,Add-On Business,,Closed,005al000003E0tmAAC,13,2,Wes Chopra,Blair-Banks,Mid-Market,Christchurch,Canterbury,8011,New Zealand,Telecommunications,,,45
6/17/2024,5/13/2024,8869574.83104,0,006al000004i3QRAAY,001al00000jXbhrAAC,"NetAssist, Inc.-Add-On Business-2024-June-41k",Closed Lost,0,Add-On Business,,Omitted,005al000003E0s7AAC,13,2,Paul Partner,"NetAssist, Inc.",Mid-Market,Raleigh,NC,27601,USA,Technology,0,Hot,113
5/28/2024,7/15/2024,2412213.21,1,006al000004i3I0AAI,001al00000jXbh8AAC,"Vand Enterprises, Inc. - Services - 53K",Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,"Vand Enterprises, Inc.",Small Business,Shelby,TN,38111,USA,Financial Services,96000000,Warm,30
6/27/2024,4/26/2024,9630720,1,006al000004i3HOAAY,001al00000jXbh0AAC,Goodman Imports - Add-On Business - 60K,Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,Goodman Imports,Small Business,Hoboken,NJ,07030,USA,Retail,83000000,Warm,140
5/28/2024,5/13/2024,2502997.2,1,006al000004i3HvAAI,001al00000jXbhqAAC,"Accusage, Inc. - Services - 55K",Closed Won,100,Services,Referral,Closed,005al000003DxgTAAS,13,2,John Demby,"Accusage, Inc.",Mid-Market,Salt Lake City,UT,84119,USA,Healthcare & Life Sciences,0,Warm,93
5/28/2024,7/9/2024,2314818,1,006al000004i3OhAAI,001al00000jXbgZAAS,"Aims Social, Inc. - Services - 55K",Closed Won,100,Services,Website,Closed,005al000003E0s2AAC,13,2,Cindy Central,"Aims Social, Inc.",Small Business,Cook,IL,60402,USA,Manufacturing,77000000,Warm,36
5/28/2024,7/5/2024,2276727.75,1,006al000004i3LxAAI,001al00000jXbgzAAC,Haven Enterprises - Services - 50K,Closed Won,100,Cross and Upsell,,Closed,005al000003E0rLAAS,13,2,Ely East,Haven Enterprises,Mid-Market,Baltimore (city),MD,21223,USA,Manufacturing,1300000000,Hot,40
6/26/2024,6/28/2024,10096178.4,1,006al000004hvF5AAI,001al00000jXbggAAC,General Utilities - Services - 55K,Closed Won,100,Cross and Upsell,,Closed,005al000003E0rGAAS,13,2,Vince West,General Utilities,Mid-Market,Chicago,IL,60661,USA,Communications,9300000000,Warm,76
6/27/2024,6/5/2024,11210284.8,1,006al000004i3GrAAI,001al00000jXbglAAC,Associated Supply Co. - Add-On Business - 70K,Closed Won,100,Add-On Business,Website,Closed,005al000003DxgTAAS,13,2,John Demby,Associated Supply Co.,Partner,Jefferson,TX,77701,USA,Financial Services,21000000,Warm,100
5/28/2024,5/24/2024,2514535.65,1,006al000004i3GWAAY,001al00000jXbggAAC,General Utilities - Add-On Business - 55K,Closed Won,100,Add-On Business,Marketing Event,Closed,005al000003DxgTAAS,13,2,John Demby,General Utilities,Mid-Market,Chicago,IL,60661,USA,Communications,9300000000,Warm,82
6/27/2024,5/17/2024,9694080,1,006al000004i3L9AAI,001al00000jXbhqAAC,"Accusage, Inc. - Services - 62K",Closed Won,100,Services,Social Media,Closed,005al000003E0rMAAS,13,2,Bill South,"Accusage, Inc.",Mid-Market,Salt Lake City,UT,84119,USA,Healthcare & Life Sciences,0,Warm,119
6/17/2024,5/24/2024,7943997.6,1,006al000004i3HaAAI,001al00000jXbh3AAC,Harmon Consulting -Add-On Business - 45K,Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,Harmon Consulting,Partner,New Orleans,LA,70130,USA,Communications,2400000,Hot,102
6/15/2024,8/2/2024,16955674.56,1,006al000004i3fIAAQ,001al00000jXbk9AAC,"Horton, Weeks and Martin-New Business-2024-July-6k",Negotiation,90,New Business,,Closed,005al000003E0tEAAS,13,3,Yvette Acme,"Horton, Weeks and Martin",Small Business,San Jose,CA,95101,USA,Financial Services,,,30
6/16/2024,7/20/2024,674602.236,0,006al000004i3lnAAA,001al00000jXbgPAAS,Acme Partners-Add-On Business-2024-June-3k,Closed Lost,0,Add-On Business,,Omitted,005al000003E0rKAAS,13,2,Vance Channel,Acme Partners,Enterprise,San Mateo,CA,94401,USA,Technology,84000000,Warm,44
6/16/2024,7/10/2024,985518.42048,0,006al000004i3YhAAI,001al00000jXbjSAAS,Garcia-Gill-New Business-2024-June-4k,Closed Lost,0,New Business,,Omitted,005al000003E0tNAAS,13,2,Lisa Hartman,Garcia-Gill,Small Business,Newcastle,NSW,2300,Australia,Healthcare & Life Sciences,,,54
6/16/2024,6/28/2024,5294237.92128,0,006al000004i3tjAAA,001al00000jXbjsAAC,Baker Inc-New Business-2024-June-25k,Closed Lost,0,New Business,,Omitted,005al000003E0tNAAS,13,2,Lisa Hartman,Baker Inc,Small Business,Lucerne,Lucerne,6003,Switzerland,Telecommunications,,,66
6/16/2024,7/11/2024,1357258.12992,0,006al000004i3gjAAA,001al00000jXbiyAAC,Taylor Ltd-New Business-2024-June-5k,Closed Lost,0,New Business,,Omitted,005al000003E0thAAC,13,2,Chris Post,Taylor Ltd,Mid-Market,Tokyo,Tokyo,100-0001,Japan,Technology,,,53
6/16/2024,7/12/2024,3847548.00672,0,006al000004i3tQAAQ,001al00000jXbiwAAC,Simpson LLC-Add-On Business-2024-June-20k,Closed Lost,0,Add-On Business,,Omitted,005al000003E0thAAC,13,2,Chris Post,Simpson LLC,Small Business,Bilbao,Basque Country,48001,Spain,Retail,,,52
6/16/2024,5/18/2024,3944109.81888,0,006al000004i3tFAAQ,001al00000jXbheAAC,Omega Financial Services-Add-On Business-2024-June-17k,Closed Lost,0,Add-On Business,,Omitted,005al000003DxgTAAS,13,2,John Demby,Omega Financial Services,Partner,Arlington,VA,22209,USA,Financial Services,39000000,Warm,107
6/16/2024,6/8/2024,1176347.3832,0,006al000004i3paAAA,001al00000jXbjPAAS,Powell and Sons-New Business-2024-June-5k,Closed Lost,0,New Business,,Omitted,005al000003E0tKAAS,13,2,James Harrington,Powell and Sons,Partner,Yokohama,Kanagawa,220-0001,Japan,Banking,,,86
6/16/2024,6/1/2024,996583.80096,0,006al000004i3gXAAQ,001al00000jXbgkAAC,Anaco Limited-Add-On Business-2024-June-4k,Closed Lost,0,Add-On Business,,Omitted,005al000003E0rMAAS,13,2,Bill South,Anaco Limited,Partner,Multnomah,OR,97215,USA,Retail,510000000,Warm,93
6/16/2024,7/5/2024,1246646.14272,0,006al000004i3VVAAY,001al00000jXbiVAAS,Steele Inc-New Business-2024-June-5k,Closed Lost,0,New Business,,Omitted,005al000003E0s8AAC,13,2,Lauren Bailey,Steele Inc,Partner,Yokohama,Kanagawa,220-0001,Japan,Technology,,,59
6/16/2024,5/30/2024,1134501.60384,0,006al000004i3XaAAI,001al00000jXbixAAC,"Davis, Rogers and Butler-New Business-2024-June-5k",Closed Lost,0,New Business,,Omitted,005al000003E0thAAC,13,2,Chris Post,"Davis, Rogers and Butler",Small Business,Dunedin,Otago,9016,New Zealand,Retail,,,95
6/16/2024,6/13/2024,852819.54912,0,006al000004i3X7AAI,001al00000jXbiwAAC,Simpson LLC-New Business-2024-June-3k,Closed Lost,0,New Business,,Omitted,005al000003E0thAAC,13,2,Chris Post,Simpson LLC,Small Business,Bilbao,Basque Country,48001,Spain,Retail,,,81
6/16/2024,7/24/2024,1303152.23808,1,006al000004i3oEAAQ,001al00000jXbi3AAC,Garcia-Davidson-New Business-2024-June-6k,Closed Won,100,New Business,,Closed,005al000003E0tiAAC,13,2,Mark Kingston,Garcia-Davidson,Mid-Market,Fukuoka,Fukuoka,810-0001,Japan,Communications,,,40
6/21/2024,6/17/2024,18675740.16,1,006al000004i3BUAAY,001al00000jXbgpAAC,Homeland Company - Add-On Business - 96K,Closed Won,100,Add-On Business,Marketing Event,Closed,005al000003E0rLAAS,13,2,Ely East,Homeland Company,Small Business,New Hanover,NC,28403,USA,Financial Services,250000000,Warm,82
6/24/2024,7/14/2024,8941363.2,1,006al000004i3OoAAI,001al00000jXbgqAAC,XPower - New Business - 40K,Closed Won,100,New Business,Marketing Event,Closed,005al000003E0rHAAS,13,2,Vanessa Central,XPower,Mid-Market,New York,NY,10011,USA,Healthcare & Life Sciences,420000000,Warm,58
6/14/2024,6/16/2024,2240865,1,006al000004i3CcAAI,001al00000jXbgnAAC,Allied Technologies - Western region - 110k,Proposal/Quote,75,Cross and Upsell,,BestCase,005al000003DxgTAAS,13,2,John Demby,Allied Technologies,Partner,Multnomah,OR,97233,USA,Technology,5600000000,Warm,76
6/16/2024,6/25/2024,4135507.2,0,006al000004i3DaAAI,001al00000jXbgvAAC,Permadyne - Services - 20K,Closed Won,100,Services,Referral,Closed,005al000003DxgTAAS,13,3,John Demby,"Permadyne GmbH, LTD",Partner,Genève,,1205,Switzerland,Healthcare & Life Sciences,850000000,Warm,69
6/15/2024,7/25/2024,748404.36,0,006al000004i3ZLAAY,001al00000jXbieAAC,"Harris, Garcia and Henderson-New Business-2024-July-4k",Discovery,35,New Business,,BestCase,005al000003E0tjAAC,13,3,James Wu,"Harris, Garcia and Henderson",Small Business,Bilbao,Basque Country,48001,Spain,Communications,,,38
6/15/2024,5/26/2024,4469792.0256,0,006al000004i3ssAAA,001al00000jXbgPAAS,Acme Partners-Add-On Business-2024-June-18k,Closed Lost,0,Add-On Business,,Omitted,005al000003E0rKAAS,13,2,Vance Channel,Acme Partners,Enterprise,San Mateo,CA,94401,USA,Technology,84000000,Warm,98
6/15/2024,7/20/2024,4911762.24,0,006al000004i3DAAAY,001al00000jXbgtAAC,Optos Inc. - Add-On Business - 23K,Discovery,35,Add-On Business,Marketing Event,BestCase,005al000003DxgTAAS,13,2,John Demby,Optos Inc.,Partner,San Francisco,CA,94121,USA,Healthcare & Life Sciences,550000000,Warm,43
6/15/2024,7/8/2024,448715.0448,0,006al000004i3sEAAQ,001al00000jXbgVAAS,Upstyle Inc.-Add-On Business-2024-June-2k,Closed Lost,0,Add-On Business,,Omitted,005al000003DxgTAAS,13,2,John Demby,Upstyle Inc.,Small Business,San Francsico,CA,94105,USA,Retail,240000000,Warm,55
6/15/2024,5/30/2024,684407.79792,0,006al000004i3hcAAA,001al00000jXbheAAC,Omega Financial Services-Add-On Business-2024-June-3k,Closed Lost,0,Add-On Business,,Omitted,005al000003DxgTAAS,13,2,John Demby,Omega Financial Services,Partner,Arlington,VA,22209,USA,Financial Services,39000000,Warm,94
6/15/2024,7/3/2024,759762.97056,0,006al000004i3qlAAA,001al00000jXbgbAAC,Pinnacle Partners-Add-On Business-2024-June-3k,Closed Lost,0,Add-On Business,,Omitted,005al000003E0rKAAS,13,2,Vance Channel,Pinnacle Partners,Enterprise,Chicago,IL,94105-5188,USA,Technology,240000000,Warm,60
6/15/2024,7/17/2024,1343942.39232,0,006al000004i3gbAAA,001al00000jXbjqAAC,"Williams, Hebert and Knight-New Business-2024-June-6k",Closed Lost,0,New Business,,Omitted,005al000003E0tLAAS,13,2,Janet Martinez,"Williams, Hebert and Knight",Small Business,Bari,Apulia,70100,Italy,Banking,,,46
6/15/2024,7/23/2024,1035691.84224,0,006al000004i3rdAAA,001al00000jXbjsAAC,Baker Inc-New Business-2024-June-4k,Closed Lost,0,New Business,,Omitted,005al000003E0tNAAS,13,2,Lisa Hartman,Baker Inc,Small Business,Lucerne,Lucerne,6003,Switzerland,Telecommunications,,,40
6/15/2024,7/6/2024,1109154.816,0,006al000004i3YjAAI,001al00000jXbjhAAC,Tanner Inc-New Business-2024-June-5k,Closed Lost,0,New Business,,Omitted,005al000003E0tQAAS,13,2,Prakash Das,Tanner Inc,Partner,Osaka,Osaka,530-0001,Japan,Technology,,,57
6/15/2024,6/17/2024,5688428.4072,0,006al000004i3tMAAQ,001al00000jXbj9AAC,"Lucas, Richardson and Osborne-New Business-2024-June-30k",Closed Lost,0,New Business,,Omitted,005al000003E0tHAAS,13,2,Anita Gonzalez,"Lucas, Richardson and Osborne",Small Business,Milan,Lombardy,20121,Italy,Banking,,,76
6/15/2024,5/17/2024,1167788.7936,0,006al000004i3kPAAQ,001al00000jXbgSAAS,Green Fields Media-Add-On Business-2024-June-4k,Closed Lost,0,Add-On Business,,Omitted,005al000003E0rLAAS,13,2,Ely East,Green Fields Media,Partner,Denver,CO,80202,USA,Communications,40000,Warm,107
6/15/2024,6/29/2024,1628354.02752,0,006al000004i3q8AAA,001al00000jXbiqAAC,Smith-House-New Business-2024-June-6k,Closed Lost,0,New Business,,Omitted,005al000003E0s9AAC,13,2,Larry Baxter,Smith-House,Mid-Market,Chicago,IL,60007,USA,Banking,,,64
6/15/2024,6/19/2024,19233244.8,1,006al000004i3NHAAY,001al00000jXbgeAAC,Southern Solutions - Add-On Business - 98K,Closed Won,100,Add-On Business,Marketing Event,Closed,005al000003E0s2AAC,13,2,Cindy Central,Southern Solutions,Mid-Market,Santa Cruz,CA,95062,USA,Technology,1600000,Warm,74
6/14/2024,7/29/2024,6470922.4272,0,006al000004i3MpAAI,001al00000jXbgnAAC,Allied Technologies - Add-On Business - 105K,Qualification,20,Add-On Business,Referral,Pipeline,005al000003E0rFAAS,13,2,Valerie East,Allied Technologies,Partner,Multnomah,OR,97233,USA,Technology,5600000000,Warm,33
6/14/2024,6/29/2024,247965.3,0,006al000004i3DHAAY,001al00000jXbgkAAC,Anaco - Add On Option - 110k,Qualification,20,Cross and Upsell,,Pipeline,005al000003DxgTAAS,13,2,John Demby,Anaco Limited,Partner,Multnomah,OR,97215,USA,Retail,510000000,Warm,63
6/14/2024,7/11/2024,98549.62524,0,006al000004i3iXAAQ,001al00000jXbj9AAC,"Lucas, Richardson and Osborne-New Business-2024-June-5k",Closed Lost,0,New Business,,Omitted,005al000003E0tHAAS,13,2,Anita Gonzalez,"Lucas, Richardson and Osborne",Small Business,Milan,Lombardy,20121,Italy,Banking,,,51
6/14/2024,7/11/2024,61383.2175,0,006al000004i3XjAAI,001al00000jXbgUAAS,Salesforce-Services-2024-June-3k,Closed Lost,0,Services,,Omitted,005al000003E0rHAAS,13,2,Vanessa Central,Salesforce,Other,,,,,Technology,,,51
6/14/2024,5/16/2024,59916.520125,0,006al000004i3ebAAA,001al00000jXbj6AAC,"Green, Flowers and Hernandez-New Business-2024-June-4k",Closed Lost,0,New Business,,Omitted,005al000003E0tEAAS,13,2,Yvette Acme,"Green, Flowers and Hernandez",Mid-Market,Zaragoza,Aragon,50001,Spain,Retail,,,107
6/14/2024,6/14/2024,107846.06085,0,006al000004i3gaAAA,001al00000jXbgyAAC,Tyconet-Add-On Business-2024-June-4k,Closed Lost,0,Add-On Business,,Omitted,005al000003E0s2AAC,13,2,Cindy Central,Tyconet,Partner,King,WA,98109,USA,Financial Services,370000000,Hot,78
6/14/2024,5/14/2024,289551.41523,0,006al000004i3VlAAI,001al00000jXbhvAAC,Pierce Inc-Add-On Business-2024-June-4k,Closed Lost,0,Add-On Business,,Omitted,005al000003E0tmAAC,13,2,Wes Chopra,Pierce Inc,Small Business,Manchester,Greater Manchester,M1 1AE,United Kingdom,Technology,,,109
6/14/2024,5/18/2024,3118340.45754,0,006al000004i3R0AAI,001al00000jXbj6AAC,"Green, Flowers and Hernandez-New Business-2024-June-56k",Closed Lost,0,New Business,,Omitted,005al000003E0tEAAS,13,2,Yvette Acme,"Green, Flowers and Hernandez",Mid-Market,Zaragoza,Aragon,50001,Spain,Retail,,,105
6/14/2024,7/19/2024,1483893.99576,0,006al000004i3tTAAQ,001al00000jXbjXAAS,Adams-Mclaughlin-New Business-2024-June-31k,Closed Lost,0,New Business,,Omitted,005al000003E0tFAAS,13,2,Zach Acme,Adams-Mclaughlin,Partner,Sendai,Miyagi,980-0001,Japan,Healthcare & Life Sciences,,,43
6/14/2024,6/1/2024,279409.4919,0,006al000004i3jaAAA,001al00000jXbj8AAC,Cole-Webb-New Business-2024-June-5k,Closed Lost,0,New Business,,Omitted,005al000003E0tGAAS,13,2,Andre Mcgee,Cole-Webb,Mid-Market,Berlin,Berlin,10115,Germany,Healthcare & Life Sciences,,,91
6/14/2024,7/21/2024,212128.16625,0,006al000004i3olAAA,001al00000jXbh6AAC,"Wellspring, Inc.-Add-On Business-2024-June-3k",Closed Lost,0,Add-On Business,,Omitted,005al000003DxgTAAS,13,2,John Demby,"Wellspring, Inc.",Mid-Market,Austin,TX,78701,USA,Healthcare & Life Sciences,2400000000,Warm,41
6/14/2024,7/12/2024,281496.4812,0,006al000004i3bOAAQ,001al00000jXbgwAAC,Employnet-Add-On Business-2024-June-4k,Closed Lost,0,Add-On Business,,Omitted,005al000003DxgTAAS,13,2,John Demby,Employnet,Partner,Pittsburgh,PA,15219,USA,Financial Services,3600000,Warm,50
6/14/2024,6/15/2024,1024912.6668,0,006al000004i3t2AAA,001al00000jXbgaAAC,Universal Containers-Services-2024-June-16k,Closed Lost,0,Services,,Omitted,005al000003DxgTAAS,13,2,John Demby,Universal Containers,Mid-Market,Clark,NV,89031,USA,Manufacturing,64000000,Warm,77
6/14/2024,7/4/2024,1530622.17,0,006al000004i3tRAAQ,001al00000jXbjVAAS,"Smith, Ashley and Santiago-New Business-2024-June-27k",Closed Lost,0,New Business,,Omitted,005al000003E0tDAAS,13,2,Xavier Acme,"Smith, Ashley and Santiago",Mid-Market,Logan City,QLD,4114,Australia,Retail,,,58
6/14/2024,6/28/2024,329027.82957,0,006al000004i3pvAAA,001al00000jXbjDAAS,Morrison Group-New Business-2024-June-5k,Closed Lost,0,New Business,,Omitted,005al000003E0tLAAS,13,2,Janet Martinez,Morrison Group,Small Business,Edinburgh,Scotland,EH1 1BB,United Kingdom,Retail,,,64
6/14/2024,5/23/2024,216085.9437,0,006al000004i3tgAAA,001al00000jXbjmAAC,Rivas Ltd-New Business-2024-June-33k,Closed Lost,0,New Business,,Omitted,005al000003E0tHAAS,13,2,Anita Gonzalez,Rivas Ltd,Small Business,Bern,Bern,3001,Switzerland,Banking,,,100
6/14/2024,5/5/2024,277954.578,0,006al000004i3n2AAA,001al00000jXbjYAAS,Silva Ltd-New Business-2024-June-4k,Closed Lost,0,New Business,,Omitted,005al000003E0tGAAS,13,2,Andre Mcgee,Silva Ltd,Small Business,Palmerston North,Manawatu-Wanganui,4410,New Zealand,Banking,,,118
6/14/2024,7/13/2024,359624.2617,0,006al000004i3WaAAI,001al00000jXbjYAAS,Silva Ltd-New Business-2024-June-5k,Closed Lost,0,New Business,,Omitted,005al000003E0tGAAS,13,2,Andre Mcgee,Silva Ltd,Small Business,Palmerston North,Manawatu-Wanganui,4410,New Zealand,Banking,,,49
6/14/2024,6/7/2024,357990.991875,0,006al000004i3pGAAQ,001al00000jXbjaAAC,Vance-Jenkins-New Business-2024-June-5k,Closed Lost,0,New Business,,Omitted,005al000003E0tIAAS,13,2,Carrie Olson,Vance-Jenkins,Small Business,Wellington,Wellington,6011,New Zealand,Telecommunications,,,85
6/14/2024,6/26/2024,128102.88348,0,006al000004i3hVAAQ,001al00000jXbgdAAC,Opportunity Resources Inc-Services-2024-June-1k,Closed Lost,0,Services,,Omitted,005al000003E0rLAAS,13,2,Ely East,Opportunity Resources Inc,Partner,Campinas,SP,13087,Brazil,Healthcare & Life Sciences,890000000,Warm,66
6/27/2024,7/27/2024,225160.2936,1,006al000004i3qyAAA,001al00000jXbjlAAC,"Lewis, Shaffer and Miles-New Business-2024-June-7k",Closed Won,100,New Business,,Closed,005al000003E0tGAAS,13,2,Andre Mcgee,"Lewis, Shaffer and Miles",Mid-Market,Basel,Basel-Stadt,4001,Switzerland,Banking,,,48
6/14/2024,5/11/2024,3775860.3762,0,006al000004i3KqAAI,001al00000jXbgxAAC,Meridian Partners-Services-2024-June-4k,Closed Won,100,Services,,Closed,005al000003E0rKAAS,13,2,Vance Channel,Meridian Partners,Enterprise,San Francisco,CA,94105,USA,Technology,240000000,Warm,112
6/14/2024,5/28/2024,241813.19448,0,006al000004i3pMAAQ,001al00000jXbi2AAC,Moore-Martin-New Business-2024-June-4k,Closed Lost,0,New Business,,Omitted,005al000003E0tiAAC,13,2,Mark Kingston,Moore-Martin,Partner,Genoa,Liguria,16100,Italy,Retail,,,95
6/14/2024,6/4/2024,203348.92941,0,006al000004i3mHAAQ,001al00000jXbiBAAS,Conway-Smith-New Business-2024-June-3k,Closed Lost,0,New Business,,Omitted,005al000003E0tnAAC,13,2,Andrea Bowden,Conway-Smith,Partner,Bristol,Bristol,BS1 1AA,United Kingdom,Technology,,,88
